Unit Id,Institution Name,Name of chief administrator,Title of chief administrator,General information telephone,Office of Postsecondary Education (OPE) ID,Address,Website address
109721,Associated Technical College-Los Angeles,Samuel Romano,President,2134136808,902200,"1670 Wilshire Blvd, Los Angeles, CA 90017-1604",www.atcla.edu
109730,Associated Technical College-San Diego,Ali Pourhosseini,Director,"6,192,342,181,309",2553500,"707 Broadway-Ste 300, San Diego, CA 92101",www.atcsd.edu
109785,Azusa Pacific University,"Paul Ferguson, PhD, DABT",President,"6,269,693,434",111700,"901 E Alosta, Azusa, CA 91702-7000",www.apu.edu
109819,Bakersfield College,Sonya Christian,President,"6,613,954,011",111800,"1801 Panorama Dr, Bakersfield, CA 93305-1299",www.bakersfieldcollege.edu/
109907,Barstow Community College,"Eva Bagg, Ph.D.",Superintendent/President,"7,602,522,411",111900,"2700 Barstow Road, Barstow, CA 92311",www.barstow.edu
109934,Bellus Academy-Chula Vista,Lynelle Lynch,President,"61,947,466,070",705000,"970 Broadway, Suite 110, Chula Vista, CA 91911",www.bellusacademy.edu
110060,Bethesda University,Jeremiah Cho,President,"7,146,831,212",3266300,"730 N. Euclid St, Anaheim, CA 92801",www.buc.edu
110097,Biola University,Barry H. Corey,President,"5,629,036,000",112200,"13800 Biola Ave, La Mirada, CA 90639-0001",https://www.biola.edu
110194,Brownson Technical School,William Brown,President,"7,147,749,443",2543400,"1110 Technology Cir Ste D, Anaheim, CA 92805",https://brownson.edu
110219,Bryan University,Eric Evans,President,"6,023,842,555",716400,"350 W Washington St, Tempe, AZ 85281",bryanuniversity.edu
110246,Butte College,Dr. Samia Yaqub,Superintendent/President,"5,308,952,511",807300,"3536 Butte Campus Drive, Oroville, CA 95965-8399",www.butte.edu
110316,California Institute of Integral Studies,Judie Wexler,President,"4,155,756,100",1215400,"1453 Mission Street, San Francisco, CA 94103",www.ciis.edu
110334,Cabrillo College,Matthew Wetstein,Superintendent/President,"8,314,796,100",112400,"6500 Soquel Dr, Aptos, CA 95003",www.cabrillo.edu
110361,California Baptist University,Ronald Ellis,President,"8,772,283,615",112500,"8432 Magnolia Ave, Riverside, CA 92504-3297",www.calbaptist.edu
110370,California College of the Arts,Stephen Beal,President,"5,105,943,600",112700,"1111 Eighth Street, San Francisco, CA 94107-2247",www.cca.edu
110398,University of California-Hastings College of Law,David Faigman,Chancellor & Dean,"4,155,654,600",394700,"200 McAllister Street, San Francisco, CA 94102-4978",www.uchastings.edu
110404,California Institute of Technology,Thomas F. Rosenbaum,President,"6,263,956,811",113100,"1200 E California Blvd, Pasadena, CA 91125",www.caltech.edu
110413,California Lutheran University,Dr. Christopher Kimball,President,"8,054,922,411",113300,"60 W Olsen Rd, Thousand Oaks, CA 91360-2787",www.callutheran.edu/
110422,California Polytechnic State University-San Luis Obispo,Jeffrey D. Armstrong,President,"8,057,561,111",114300,"1 Grand Ave., San Luis Obispo, CA 93407",calpoly.edu
110468,Alliant International University-San Diego,Andy Vaughn,President and CEO,"8,668,255,426",1111700,"10455 Pomerado Road, San Diego, CA 92131",www.alliant.edu
110486,California State University-Bakersfield,Lynnette Zelezny,President,"6,616,542,782",799300,"9001 Stockdale Hwy, Bakersfield, CA 93311-1099",www.csub.edu
110495,California State University-Stanislaus,Ellen Junn,President,2096673122,115700,"One University Circle, Turlock, CA 95382-0299",https://www.csustan.edu
110510,California State University-San Bernardino,Tomas Morales,President,"9,095,375,000",114200,"5500 University Parkway, San Bernardino, CA 92407-2393",www.csusb.edu
110529,California State Polytechnic University-Pomona,Soraya M. Coley,President,"9,098,697,659",114400,"3801 West Temple Avenue, Pomona, CA 91768",www.cpp.edu
110538,California State University-Chico,Gayle E. Hutchinson,President,"5,308,986,116",114600,"First and Normal Sts, Chico, CA 95929-0150",www.csuchico.edu
110547,California State University-Dominguez Hills,Dr. Thomas A. Parham,President,"3,102,433,696",114100,"1000 E Victoria St, Carson, CA 90747-0005",https://www.csudh.edu
110556,California State University-Fresno,Joseph I. Castro,President,"5,592,784,240",114700,"5241 N Maple Ave, Fresno, CA 93740",www.fresnostate.edu/
110565,California State University-Fullerton,Framroze Virjee,President,"6,572,782,593",113700,"800 N State College Blvd, Fullerton, CA 92831-3599",www.fullerton.edu
110574,California State University-East Bay,Dr. Leroy Morishita,President,"5,108,853,000",113800,"25800 Carlos Bee Blvd, Hayward, CA 94542",www.csueastbay.edu
110583,California State University-Long Beach,Jane Close Conoley,President,"5,629,854,111",113900,"1250 Bellflower Blvd, Long Beach, CA 90840-0115",www.csulb.edu
110592,California State University-Los Angeles,William Covino,President,"3,233,433,000",114000,"5151 State University Dr, Los Angeles, CA 90032-8506",www.calstatela.edu
110608,California State University-Northridge,Dianne F Harrison,President,"8,186,771,200",115300,"18111 Nordhoff St, Northridge, CA 91330",https://www.csun.edu
110617,California State University-Sacramento,Dr. Robert S. Nelsen,President,"9,162,786,566",115000,"6000 J St, Sacramento, CA 95819-2694",www.csus.edu
110635,University of California-Berkeley,Carol Christ,Chancellor,"5,106,426,000",131200,"200 California Hall, Berkeley, CA 94720",www.berkeley.edu
110644,University of California-Davis,Gary S. May,Chancellor,"5,307,521,011",131300,"One Shields Avenue, Davis, CA 95616-8678",ucdavis.edu
110653,University of California-Irvine,Howard Gillman,Chancellor,"9,498,245,011",131400,"501 Aldrich Hall, Irvine, CA 92697",www.uci.edu/
110662,University of California-Los Angeles,Dr. Gene D. Block,Chancellor,"3,108,254,321",131500,"405 Hilgard Ave, Los Angeles, CA 90095-1405",www.ucla.edu/
110671,University of California-Riverside,Kim A. Wilcox,Chancellor,"9,518,271,012",131600,"900 University Ave, Riverside, CA 92521",www.ucr.edu/
110680,University of California-San Diego,Pradeep Khosla,Chancellor,"8,585,342,230",131700,"9500 Gilman Dr, La Jolla, CA 92093",www.ucsd.edu
110699,University of California-San Francisco,Sam Hawgood,Chancellor,"4,154,769,000",131900,"500 Parnassus Ave, San Francisco, CA 94143-0244",ucsf.edu
110705,University of California-Santa Barbara,Henry T Yang,Chancellor,"8,058,938,000",132000,"5221 Cheadle Hall, Santa Barbara, CA 93106",www.ucsb.edu
110714,University of California-Santa Cruz,Cynthia Larive,Chancellor,"8,314,590,111",132100,"1156 High St, Santa Cruz, CA 95064-1011",www.ucsc.edu/
110778,Sofia University,Barry Ryan,President,"6,504,934,430",2267600,"1069 East Meadow Cr, Palo Alto, CA 94303",www.sofia.edu
110875,California Beauty School,Deanna Mineni,President,2095245184,2065700,"1115 15th St, Modesto, CA 95354",www.calbeautycollege.edu
110918,California Christian College,Timothy Powell,President,"5,592,514,215",884400,"5364 E. Belmont Avenue, Fresno, CA 93727",www.calchristiancollege.edu
111045,California Graduate School of Theology,Kang Lee,President,"7,145,927,878",4274800,"12761 Euclid St.,, Garden Grove, CA 92840-1340",www.cgsot.edu
111054,California Hair Design Academy,Len Steinbarth,President,"6,194,618,600",1186500,"8011 University Avenue, Suite A-2, La Mesa, CA 91942-5055",https://chdaschools.com
111081,California Institute of the Arts,Ravi S. Rajan,President,"6,612,551,050",113200,"24700 W McBean Pky, Valencia, CA 91355-2397",www.calarts.edu
111188,California State University Maritime Academy,Thomas A. Cropper,President,"7,076,541,000",113400,"200 Maritime Academy Dr, Vallejo, CA 94590-8181",https://www.csum.edu
111391,California Western School of Law,Niels B. Schaumann,President & Dean,"6,192,390,391",1310300,"225 Cedar St, San Diego, CA 92101-3046",https://www.cwsl.edu
111434,Canada College,Dr. Jamillah Moore,President,"6,503,063,100",697300,"4200 Farm Hill Blvd., Redwood City, CA 94061-1099",canadacollege.edu
111461,College of the Canyons,Dianne G Van Hook,Chancellor-President,"6,612,597,800",890300,"26455 Rockwell Canyon Rd, Santa Clarita, CA 91355-1899",www.canyons.edu
111513,Career Academy of Beauty,Cari Eisele,Director,"7,148,973,010",2125000,"12471 Valley View, Garden Grove, CA 92845",CAofB.com
111638,Casa Loma College-Van Nuys,V Gregory Malone,Chief Executive Officer and President,"8,187,852,726",673100,"6725 Kester Ave, Van Nuys, CA 91405",https://www.casalomacollege.edu
111708,CET-San Diego,Dan Morales,Center Director,"4,082,877,924",2332809,"4153 Market Street, San Diego, CA 92102",https://www.cetweb.edu
111717,CET-San Jose,Yvette Avila,Center Director,"4,082,877,924",2332800,"701 Vine St, San Jose, CA 95110",https://cetweb.edu
111726,CET-El Centro,Elvira Anaya,Regional Director,"4,082,877,924",2332810,"294 S 3rd St, El Centro, CA 92243",https://cetweb.edu
111744,CET-Colton,Pamela Deans,Center Director,"4,082,877,924",2332814,"1099 N. Pepper Ave, Colton, CA 92324",https://cetweb.edu
111762,CET-Watsonville,Alia Ayyad,Regional Director,"4,082,877,924",2332819,"10 Blanca Lane, Watsonville, CA 95076",https://www.cetweb.edu
111799,CET-Salinas,Rocio Rodgriguez,Center Director,"4,082,877,924",2332813,"24 East Alvin Drive, Salinas, CA 93906",https://cetweb.edu
111887,Cerritos College,Jose Fierro,President,"5,628,602,451",116100,"11110 Alondra Blvd, Norwalk, CA 90650-6298",www.cerritos.edu
111896,Cerro Coso Community College,A. Jill Board,President,"7,603,846,100",1011100,"3000 College Heights Blvd, Ridgecrest, CA 93555-9571",cerrocoso.edu
111920,Chabot College,Susan Sperling,President,"5,107,236,600",116200,"25555 Hesperian Blvd, Hayward, CA 94545",www.chabotcollege.edu
111939,Chaffey College,"Henry D. Shannon, Ph.D.",Superintendent/President,"9,096,526,000",116300,"5885 Haven Ave, Rancho Cucamonga, CA 91737-3002",www.chaffey.edu
111948,Chapman University,Dr. Daniele C. Struppa,President,"7,149,976,815",116400,"One University Dr., Orange, CA 92866",https://www.chapman.edu
111966,Charles R Drew University of Medicine and Science,"David Carlisle, MD",President/CEO,"3,235,634,800",1036500,"1731 E 120th St, Los Angeles, CA 90059",www.cdrewu.edu
112075,Concordia University-Irvine,Kurt J. Krueger,President,"9,498,548,002",2070500,"1530 Concordia West, Irvine, CA 92612-3203",www.cui.edu
112084,San Diego Christian College,Bill Crawford,Executive Vice President,"6,192,018,700",1203100,"200 Riverview Parkway, Santee, CA 92071",sdcc.edu
112127,Church Divinity School of the Pacific,W. Mark Richardson,President & Dean,"5,102,040,700",116500,"2451 Ridge Road, Berkeley, CA 94709-1211",www.cdsp.edu
112172,Citrus College,Dr. Geraldine M. Perri,Supt/Pres,"6,269,630,323",116600,"1000 W Foothill Blvd, Glendora, CA 91741-1899",https://www.citruscollege.edu
112181,Citrus Heights Beauty College,BECKY HAMBELTON,OWNER,"9,167,256,861",2178700,"7518 Baird Way, Citrus Heights, CA 95610-1410",chbeautycollege.com
112190,City College of San Francisco,Mark Rocha,Chancellor,"4,152,393,000",450200,"50 Frida Kahlo Drive, San Francisco, CA 94112-1898",www.ccsf.edu
112251,Claremont Graduate University,Len Jessup,President,"9,096,218,000",116900,"150 E Tenth St, Claremont, CA 91711-6160",www.cgu.edu
112260,Claremont McKenna College,Hiram Chodosh,President,"9,096,218,000",117000,"500 E 9th St, Claremont, CA 91711-6400",www.cmc.edu
112288,Milan Institute-Visalia,Gary Yasuda,President,"5,596,843,900",2497300,"6500 S. Mooney Blvd., Visalia, CA 93277",www.milaninstitute.edu
112367,Clovis Adult Education,Ed Schmalzel,Principal,"5,593,272,800",2309500,"1452 David E Cook Way, Clovis, CA 93611",clovisadult.cusd.com
112385,Coastline Community College,Loretta Adrian,President,"7,145,467,600",2063500,"11460 Warner Ave., Fountain Valley, CA 92708-2597",www.coastline.edu
112394,Cogswell College,Charles Restivo,CEO/President,"8,002,647,955",117700,"191 Baypointe Parkway, San Jose, CA 95134",www.cogswell.edu
112455,Coba Academy,Ms. Carol Ann Malkasian,Owner,"7,145,331,400",3577300,"663 N. Euclid Street, Anaheim, CA 92801",www.coba.edu
112525,Western University of Health Sciences,Daniel R. Wilson,President,"9,096,236,116",2482700,"309 E 2nd St, Pomona, CA 91766-1854",www.westernu.edu
112561,Columbia College,Santanu Bandyopadhyay,President,2095885100,770700,"11600 Columbia College Dr, Sonora, CA 95370",www.gocolumbia.edu/
112570,Columbia College Hollywood,Richard Crowe,CFO,"8,183,458,414",2110200,"18618 Oxnard St, Tarzana, CA 91356-1411",https://www.columbiacollege.edu
112686,Compton College,Dr. Keith Curry,President/CEO,"3,109,001,600",4281700,"1111 East Artesia Blvd., Compton, CA 90221-5393",www.compton.edu
112826,Contra Costa College,Mariles Magalong,Interim President,"5,102,357,800",119000,"2600 Mission Bell Dr, San Pablo, CA 94806-3195",https://www.contracosta.edu
113096,Cosumnes River College,Edward Bush,President,"9,166,887,344",753600,"8401 Center Parkway, Sacramento, CA 95823-5799",https://www.crc.losrios.edu
113111,Crafton Hills College,Kevin Horan,President,"9,097,942,161",927200,"11711 Sand Canyon Road, Yucaipa, CA 92339-1799",www.craftonhills.edu
113193,Cuesta College,Dr. Jill Stearns,President Superintendent,"8,055,463,100",119200,"Highway 1, San Luis Obispo, CA 93403-8106",https://www.cuesta.edu
113218,Cuyamaca College,Juliana Barnes,President,"6,196,604,000",2111300,"900 Rancho San Diego Pky, El Cajon, CA 92019",www.cuyamaca.edu
113236,Cypress College,JoAnna Schilling,President,"7,144,847,000",119300,"9200 Valley View, Cypress, CA 90630-5897",www.cypresscollege.edu
113333,De Anza College,Christina Espinosa-Pieb,Interim President,"4,088,645,678",448000,"21250 Stevens Creek Blvd., Cupertino, CA 95014",www.deanza.edu/
113449,International School of Beauty Inc,Claire Amaro,Compliance Officer,"760,674,162,445",3964400,"72261 Hwy 111 Ste 121-B, Palm Desert, CA 92260-2740",https://btyschool.com/
113537,Dell'Arte International School of Physical Theatre,Fran Beatty,Executive Director,"7,076,685,663",3025600,"131 H Street, Blue Lake, CA 95525-0816",www.dellarte.com/school
113573,College of the Desert,Joel Kinnamon,President,"7,603,468,041",118200,"43-500 Monterey Ave, Palm Desert, CA 92260",www.collegeofthedesert.edu
113582,Design Institute of San Diego,Margot Doucette,CEO,"8,585,661,200",2298000,"8555 Commerce Ave, San Diego, CA 92121",www.disd.edu
113634,Diablo Valley College,Susan Lamb,President,"9,256,851,230",119100,"321 Golf Club Rd, Pleasant Hill, CA 94523",https://www.dvc.edu
113698,Dominican University of California,Dr. Mary B. Marcy,President,"4,154,574,440",119600,"50 Acacia Ave, San Rafael, CA 94901-2298",https://www.dominican.edu
113704,Dominican School of Philosophy & Theology,"Peter Rogers, OP",President,"5,108,492,030",129600,"2301 Vine Street, Berkeley, CA 94708-1816",https://www.dspt.edu
113856,East Los Angeles College,"Raúl Rodríguez, Ph.D.",Interim President,"3,232,658,650",2226000,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754-6099",www.elac.edu/
113980,El Camino Community College District,Dena Maloney,Superintendent/President,"3,105,323,670",119700,"16007 Crenshaw Blvd, Torrance, CA 90506",www.elcamino.edu
114114,Emperor's College of Traditional Oriental Medicine,Yun Kim,Chief Executive Officer,"3,104,538,300",2609000,"1807 Wilshire Blvd, Ste #200, Santa Monica, CA 90403",www.emperors.edu
114123,Empire College,Roy O. Hurd,President,"7,075,464,000",903200,"3035 Cleveland Ave, Santa Rosa, CA 95403-2126",www.empcol.edu
114266,Evergreen Valley College,Denise Noldon,President,"4,082,747,900",1245200,"3095 Yerba Buena Rd, San Jose, CA 95135-1598",www.evc.edu
114354,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Tonian Hohberg,President,2136241200,1111200,"919 S Grand Ave, Los Angeles, CA 90015-1421",www.fidm.edu
114390,FIDM-Fashion Institute of Design & Merchandising-San Francisco,Tonian Hohberg,President,"4,156,755,200",1111202,"55 Stockton St, San Francisco, CA 94108-5805",WWW.FIDM.EDU
114433,Feather River Community College District,Dr. Kevin Trutna,Superintendent/President,"5,302,830,202",859700,"570 Golden Eagle Ave, Quincy, CA 95971-9124",www.frc.edu
114460,Federico Beauty Institute,Jeremy Federico,President,"9,169,294,242",725300,"1515 Sports Drive    Ste 100, Sacramento, CA 95834",federico.edu
114549,Fielding Graduate University,Katrina Rogers,President,"8,056,871,099",2096100,"2020 De La Vina St, Santa Barbara, CA 93105-3538",www.fielding.edu
114585,Five Branches University,Ron Zaidman,CEO/President,"8,314,769,424",3131300,"200 7th Avenue, Santa Cruz, CA 95062",www.fivebranches.edu
114637,Redondo Beach Beauty College,VY CONG PHAM,EXECUTIVE DIRECTOR,"3,103,707,464",720900,"2205 West Artesia Boulevard, Redondo Beach, CA 90278-3111",rbbeautycollege.com
114716,Foothill College,"Thuy Thi Nguyen, J.D.",President,"6,509,497,777",119900,"12345 El Monte Rd, Los Altos Hills, CA 94022",https://foothill.edu
114734,Franciscan School of Theology,Fr. Michael Higgins,President,"6,195,745,800",1179200,"4050 Mission Avenue, Oceanside, CA 92057",www.fst.edu
114761,Fredrick and Charles Beauty College,Jeanie Scott,Owner,"7,074,432,733",2230900,"831 F St, Eureka, CA 95501",www.fandcbeauty.com
